date,predicted_gold_Price,actual_gold_Price
2012-03-28,27914.484,28144.0
2012-03-23,27987.387,28117.0
2012-03-26,27955.615,28371.0
2012-03-27,27951.582,28290.0
2012-03-28,27938.258,28144.0
2012-03-29,27926.0,28202.0
2012-03-26,28133.203,28371.0
2012-03-27,28144.879,28290.0
2012-03-28,28144.758,28144.0
2012-03-29,28140.736,28202.0
2012-03-30,28129.479,28138.0
2012-03-28,28384.057,28144.0
2012-03-29,28404.594,28202.0
2012-03-30,28419.916,28138.0
2012-04-02,28388.537,28019.0
2012-04-03,28352.844,28012.0
2012-03-29,28238.135,28202.0
2012-03-30,28242.5,28138.0
2012-04-02,28253.098,28019.0
2012-04-03,28228.178,28012.0
2012-04-04,28193.635,27592.0
2012-03-30,28253.777,28138.0
2012-04-02,28272.887,28019.0
2012-04-03,28257.857,28012.0
2012-04-04,28227.729,27592.0
2012-04-05,28211.19,27930.0
2012-04-02,28199.516,28019.0
2012-04-03,28197.121,28012.0
2012-04-04,28177.662,27592.0
2012-04-05,28167.992,27930.0
2012-04-06,28149.414,27984.0
2012-04-04,28018.227,27592.0
2012-04-05,28016.555,27930.0
2012-04-06,28024.855,27984.0
2012-04-09,28022.566,28154.0
2012-04-10,28010.287,28428.0
2012-04-05,27640.922,27930.0
2012-04-06,27645.502,27984.0
2012-04-09,27650.762,28154.0
2012-04-10,27650.672,28428.0
2012-04-11,27652.727,28394.0
2012-04-06,27892.62,27984.0
2012-04-09,27901.469,28154.0
2012-04-10,27908.193,28428.0
2012-04-11,27916.79,28394.0
2012-04-12,27922.098,28519.0
2012-04-09,27979.56,28154.0
2012-04-10,27993.975,28428.0
2012-04-11,28013.242,28394.0
2012-04-12,28024.8,28519.0
2012-04-13,28021.613,28372.0
2012-04-11,28394.607,28394.0
2012-04-12,28436.578,28519.0
2012-04-13,28441.904,28372.0
2012-04-16,28415.475,28363.0
2012-04-17,28394.812,28294.0
2012-04-12,28449.662,28519.0
2012-04-13,28459.871,28372.0
2012-04-16,28467.08,28363.0
2012-04-17,28447.303,28294.0
2012-04-18,28420.953,28331.0
2012-04-13,28546.723,28372.0
2012-04-16,28595.549,28363.0
2012-04-17,28580.22,28294.0
2012-04-18,28554.469,28331.0
2012-04-19,28527.719,28443.0
2012-04-16,28497.031,28363.0
2012-04-17,28498.615,28294.0
2012-04-18,28485.467,28331.0
2012-04-19,28465.438,28443.0
2012-04-20,28437.066,28443.0
2012-04-18,28339.701,28331.0
2012-04-19,28338.768,28443.0
2012-04-20,28352.176,28443.0
2012-04-23,28335.889,28582.0
2012-04-24,28317.502,28710.0
2012-04-19,28364.021,28443.0
2012-04-20,28362.61,28443.0
2012-04-23,28377.6,28582.0
2012-04-24,28364.406,28710.0
2012-04-25,28344.506,28695.0
2012-04-20,28470.13,28443.0
2012-04-23,28494.264,28582.0
2012-04-24,28488.432,28710.0
2012-04-25,28469.8,28695.0
2012-04-26,28448.314,28904.0
2012-04-23,28506.318,28582.0
2012-04-24,28514.525,28710.0
2012-04-25,28505.44,28695.0
2012-04-26,28488.787,28904.0
2012-04-27,28466.037,28967.0
2012-04-25,28707.34,28695.0
2012-04-26,28734.344,28904.0
2012-04-27,28761.375,28967.0
2012-04-30,28733.643,29063.0
2012-05-01,28712.936,28976.0
2012-04-26,28738.672,28904.0
2012-04-27,28758.887,28967.0
2012-04-30,28772.404,29063.0
2012-05-01,28755.148,28976.0
2012-05-02,28718.582,29148.0
2012-04-27,28897.371,28967.0
2012-04-30,28961.588,29063.0
2012-05-01,28956.666,28976.0
2012-05-02,28922.506,29148.0
2012-05-03,28881.56,29144.0
2012-04-30,29042.717,29063.0
2012-05-01,29063.152,28976.0
2012-05-02,29040.105,29148.0
2012-05-03,28999.88,29144.0
2012-05-04,28961.525,29187.0
2012-05-02,29067.965,29148.0
2012-05-03,29047.031,29144.0
2012-05-04,29056.486,29187.0
2012-05-07,29042.057,28957.0
2012-05-08,28996.922,28676.0
2012-05-03,29169.047,29144.0
2012-05-04,29167.291,29187.0
2012-05-07,29217.842,28957.0
2012-05-08,29190.314,28676.0
2012-05-09,29148.916,28704.0
2012-05-04,29189.627,29187.0
2012-05-07,29212.492,28957.0
2012-05-08,29208.814,28676.0
2012-05-09,29185.113,28704.0
2012-05-10,29117.998,28473.0
2012-05-07,29229.025,28957.0
2012-05-08,29236.697,28676.0
2012-05-09,29243.465,28704.0
2012-05-10,29195.426,28473.0
2012-05-11,29164.65,28385.0
2012-05-09,28767.863,28704.0
2012-05-10,28712.246,28473.0
2012-05-11,28686.072,28385.0
2012-05-14,28639.914,28264.0
2012-05-15,28616.154,28147.0
2012-05-10,28729.188,28473.0
2012-05-11,28687.516,28385.0
2012-05-14,28651.383,28264.0
2012-05-15,28636.254,28147.0
2012-05-16,28615.322,27975.0
2012-05-11,28539.238,28385.0
2012-05-14,28493.93,28264.0
2012-05-15,28478.867,28147.0
2012-05-16,28460.047,27975.0
2012-05-17,28445.943,28528.0
2012-05-14,28428.33,28264.0
2012-05-15,28416.79,28147.0
2012-05-16,28402.62,27975.0
2012-05-17,28391.068,28528.0
2012-05-18,28376.754,28911.0
2012-05-16,28201.701,27975.0
2012-05-17,28202.477,28528.0
2012-05-18,28203.334,28911.0
2012-05-21,28192.875,29033.0
2012-05-22,28184.27,29077.0
2012-05-17,28017.297,28528.0
2012-05-18,28028.846,28911.0
2012-05-21,28055.97,29033.0
2012-05-22,28060.299,29077.0
2012-05-23,28057.59,28963.0
2012-05-18,28428.082,28911.0
2012-05-21,28444.21,29033.0
2012-05-22,28450.88,29077.0
2012-05-23,28452.703,28963.0
2012-05-24,28452.54,28888.0
2012-05-21,28972.043,29033.0
2012-05-22,29039.229,29077.0
2012-05-23,29089.154,28963.0
2012-05-24,29117.613,28888.0
2012-05-25,29121.299,28906.0
2012-05-23,29174.12,28963.0
2012-05-24,29235.367,28888.0
2012-05-25,29305.895,28906.0
2012-05-28,29397.86,28974.0
2012-05-29,29381.2,28874.0
2012-05-24,29047.598,28888.0
2012-05-25,29095.373,28906.0
2012-05-28,29256.352,28974.0
2012-05-29,29265.55,28874.0
2012-05-30,29251.67,29145.0
2012-05-25,28938.422,28906.0
2012-05-28,29091.371,28974.0
2012-05-29,29131.828,28874.0
2012-05-30,29144.127,29145.0
2012-05-31,29134.707,29250.0
2012-05-28,29030.672,28974.0
2012-05-29,29096.016,28874.0
2012-05-30,29137.205,29145.0
2012-05-31,29147.705,29250.0
2012-06-01,29129.006,29703.0
2012-05-30,28891.549,29145.0
2012-05-31,28910.912,29250.0
2012-06-01,28945.62,29703.0
2012-06-04,29043.986,29772.0
2012-06-05,29040.855,29855.0
2012-05-31,29159.217,29250.0
2012-06-01,29182.732,29703.0
2012-06-04,29316.732,29772.0
2012-06-05,29314.418,29855.0
2012-06-06,29292.934,29912.0
2012-06-01,29253.646,29703.0
2012-06-04,29405.523,29772.0
2012-06-05,29424.305,29855.0
2012-06-06,29413.809,29912.0
2012-06-07,29369.078,29222.0
2012-06-04,29699.844,29772.0
2012-06-05,29746.066,29855.0
2012-06-06,29751.219,29912.0
2012-06-07,29710.258,29222.0
2012-06-08,29663.547,29431.0
2012-06-06,29911.809,29912.0
2012-06-07,29926.918,29222.0
2012-06-08,29974.191,29431.0
2012-06-11,29985.162,29624.0
2012-06-12,29933.898,29826.0
2012-06-07,29953.736,29222.0
2012-06-08,29970.102,29431.0
2012-06-11,30052.613,29624.0
2012-06-12,30031.184,29826.0
2012-06-13,29983.309,29896.0
2012-06-08,29243.383,29431.0
2012-06-11,29164.277,29624.0
2012-06-12,29167.486,29826.0
2012-06-13,29154.188,29896.0
2012-06-14,29120.883,29987.0
2012-06-11,29344.168,29624.0
2012-06-12,29361.102,29826.0
2012-06-13,29379.4,29896.0
2012-06-14,29364.553,29987.0
2012-06-15,29318.736,30011.0
2012-06-13,29872.64,29896.0
2012-06-14,29858.625,29987.0
2012-06-15,29878.332,30011.0
2012-06-18,29864.412,30203.0
2012-06-19,29796.758,30141.0
2012-06-14,29967.125,29987.0
2012-06-15,29961.652,30011.0
2012-06-18,29993.22,30203.0
2012-06-19,29941.57,30141.0
2012-06-20,29868.566,30211.0
2012-06-15,30067.049,30011.0
2012-06-18,30113.213,30203.0
2012-06-19,30088.195,30141.0
2012-06-20,30032.28,30211.0
2012-06-21,29951.193,29769.0
2012-06-18,30127.12,30203.0
2012-06-19,30131.459,30141.0
2012-06-20,30105.467,30211.0
2012-06-21,30043.385,29769.0
2012-06-22,29986.684,29867.0
2012-06-20,30215.602,30211.0
2012-06-21,30170.145,29769.0
2012-06-22,30176.86,29867.0
2012-06-25,30158.436,29984.0
2012-06-26,30098.037,29884.0
2012-06-21,30235.518,29769.0
2012-06-22,30217.826,29867.0
2012-06-25,30236.723,29984.0
2012-06-26,30206.904,29884.0
2012-06-27,30151.822,29926.0
2012-06-22,29802.4,29867.0
2012-06-25,29707.912,29984.0
2012-06-26,29703.488,29884.0
2012-06-27,29689.838,29926.0
2012-06-28,29659.494,29613.0
2012-06-25,29777.834,29984.0
2012-06-26,29778.799,29884.0
2012-06-27,29786.455,29926.0
2012-06-28,29775.746,29613.0
2012-06-29,29748.338,29617.0
2012-06-27,29862.316,29926.0
2012-06-28,29843.281,29613.0
2012-06-29,29862.88,29617.0
2012-07-02,29895.467,29504.0
2012-07-03,29879.312,29316.0
2012-06-28,29891.615,29613.0
2012-06-29,29891.068,29617.0
2012-07-02,29961.572,29504.0
2012-07-03,29959.508,29316.0
2012-07-04,29944.64,29406.0
2012-06-29,29660.303,29617.0
2012-07-02,29669.182,29504.0
2012-07-03,29674.576,29316.0
2012-07-04,29678.291,29406.0
2012-07-05,29674.574,29584.0
2012-07-02,29662.398,29504.0
2012-07-03,29668.775,29316.0
2012-07-04,29676.316,29406.0
2012-07-05,29679.371,29584.0
2012-07-06,29672.889,29610.0
2012-07-04,29378.367,29406.0
2012-07-05,29383.316,29584.0
2012-07-06,29386.062,29610.0
2012-07-09,29379.477,29670.0
2012-07-10,29367.908,29446.0
2012-07-05,29440.438,29584.0
2012-07-06,29441.393,29610.0
2012-07-09,29443.096,29670.0
2012-07-10,29438.785,29446.0
2012-07-11,29431.773,29282.0
2012-07-06,29597.72,29610.0
2012-07-09,29595.305,29670.0
2012-07-10,29594.656,29446.0
2012-07-11,29594.92,29282.0
2012-07-12,29592.104,29240.0
2012-07-09,29659.963,29670.0
2012-07-10,29660.357,29446.0
2012-07-11,29664.156,29282.0
2012-07-12,29665.648,29240.0
2012-07-13,29665.857,29293.0
2012-07-11,29533.102,29282.0
2012-07-12,29541.246,29240.0
2012-07-13,29550.75,29293.0
2012-07-16,29554.643,29295.0
2012-07-17,29550.002,29303.0
2012-07-12,29334.838,29240.0
2012-07-13,29341.852,29293.0
2012-07-16,29348.355,29295.0
2012-07-17,29345.396,29303.0
2012-07-18,29336.24,29174.0
2012-07-13,29277.404,29293.0
2012-07-16,29295.521,29295.0
2012-07-17,29299.201,29303.0
2012-07-18,29297.615,29174.0
2012-07-19,29292.918,29174.0
2012-07-16,29336.742,29295.0
2012-07-17,29343.86,29303.0
2012-07-18,29347.361,29174.0
2012-07-19,29348.607,29174.0
2012-07-20,29347.348,29291.0
2012-07-18,29353.395,29174.0
2012-07-19,29353.434,29174.0
2012-07-20,29359.645,29291.0
2012-07-23,29369.73,29452.0
2012-07-24,29367.184,29563.0
2012-07-19,29251.139,29174.0
2012-07-20,29254.65,29291.0
2012-07-23,29264.965,29452.0
2012-07-24,29262.268,29563.0
2012-07-25,29258.773,29814.0
2012-07-20,29226.809,29291.0
2012-07-23,29238.22,29452.0
2012-07-24,29238.057,29563.0
2012-07-25,29236.395,29814.0
2012-07-26,29232.902,29774.0
2012-07-23,29321.512,29452.0
2012-07-24,29324.422,29563.0
2012-07-25,29325.428,29814.0
2012-07-26,29324.143,29774.0
2012-07-27,29320.89,29781.0
2012-07-25,29568.707,29814.0
2012-07-26,29568.092,29774.0
2012-07-27,29585.016,29781.0
2012-07-30,29642.312,29780.0
2012-07-31,29643.95,29777.0
2012-07-26,29788.076,29774.0
2012-07-27,29817.613,29781.0
2012-07-30,29890.402,29780.0
2012-07-31,29880.459,29777.0
2012-08-01,29852.46,29666.0
2012-07-27,29808.44,29781.0
2012-07-30,29887.307,29780.0
2012-07-31,29884.123,29777.0
2012-08-01,29859.562,29666.0
2012-08-02,29830.154,29693.0
2012-07-30,29873.844,29780.0
2012-07-31,29884.934,29777.0
2012-08-01,29868.508,29666.0
2012-08-02,29843.521,29693.0
2012-08-03,29825.842,29713.0
2012-08-01,29824.541,29666.0
2012-08-02,29810.516,29693.0
2012-08-03,29824.014,29713.0
2012-08-06,29823.096,29782.0
2012-08-07,29798.896,29637.0
2012-08-02,29712.477,29693.0
2012-08-03,29706.996,29713.0
2012-08-06,29718.613,29782.0
2012-08-07,29703.355,29637.0
2012-08-08,29682.365,29749.0
2012-08-03,29710.762,29713.0
2012-08-06,29723.914,29782.0
2012-08-07,29720.098,29637.0
2012-08-08,29707.625,29749.0
2012-08-09,29687.092,29805.0
2012-08-06,29729.11,29782.0
2012-08-07,29736.969,29637.0
2012-08-08,29737.252,29749.0
2012-08-09,29724.465,29805.0
2012-08-10,29704.477,29891.0
2012-08-08,29670.375,29749.0
2012-08-09,29655.3,29805.0
2012-08-10,29658.262,29891.0
2012-08-13,29669.55,29918.0
2012-08-14,29653.613,29886.0
2012-08-09,29754.148,29805.0
2012-08-10,29737.809,29891.0
2012-08-13,29772.326,29918.0
2012-08-14,29762.14,29886.0
2012-08-15,29742.58,29928.0
2012-08-10,29812.207,29891.0
2012-08-13,29844.246,29918.0
2012-08-14,29846.533,29886.0
2012-08-15,29833.19,29928.0
2012-08-16,29811.379,29970.0
2012-08-13,29923.922,29918.0
2012-08-14,29944.77,29886.0
2012-08-15,29945.625,29928.0
2012-08-16,29930.691,29970.0
2012-08-17,29904.682,30029.0
2012-08-15,29929.418,29928.0
2012-08-16,29936.152,29970.0
2012-08-17,29960.428,30029.0
2012-08-20,29972.346,30067.0
2012-08-21,29950.29,30203.0
2012-08-16,29953.01,29970.0
2012-08-17,29955.799,30029.0
2012-08-20,30010.547,30067.0
2012-08-21,29999.215,30203.0
2012-08-22,29977.398,30218.0
2012-08-17,29991.92,30029.0
2012-08-20,30048.639,30067.0
2012-08-21,30056.94,30203.0
2012-08-22,30045.725,30218.0
2012-08-23,30025.227,30712.0
2012-08-20,30069.303,30067.0
2012-08-21,30097.123,30203.0
2012-08-22,30105.398,30218.0
2012-08-23,30096.908,30712.0
2012-08-24,30075.285,30774.0
2012-08-22,30177.576,30218.0
2012-08-23,30195.29,30712.0
2012-08-24,30210.506,30774.0
2012-08-27,30227.062,30972.0
2012-08-28,30213.3,30860.0
2012-08-23,30224.855,30712.0
2012-08-24,30241.924,30774.0
2012-08-27,30273.924,30972.0
2012-08-28,30267.012,30860.0
2012-08-29,30253.725,30764.0
2012-08-24,30464.809,30774.0
2012-08-27,30516.525,30972.0
2012-08-28,30514.273,30860.0
2012-08-29,30503.986,30764.0
2012-08-30,30485.809,30746.0
2012-08-27,30705.33,30972.0
2012-08-28,30706.994,30860.0
2012-08-29,30697.324,30764.0
2012-08-30,30674.115,30746.0
2012-08-31,30663.496,31115.0
2012-08-29,31036.092,30764.0
2012-08-30,31066.914,30746.0
2012-08-31,31113.002,31115.0
2012-09-03,31093.816,31208.0
2012-09-04,31069.066,31342.0
2012-08-30,30943.459,30746.0
2012-08-31,30971.225,31115.0
2012-09-03,30991.928,31208.0
2012-09-04,30981.082,31342.0
2012-09-05,30948.03,31345.0
2012-08-31,30920.08,31115.0
2012-09-03,30906.03,31208.0
2012-09-04,30918.703,31342.0
2012-09-05,30906.664,31345.0
2012-09-06,30874.143,31483.0
2012-09-03,31195.736,31208.0
2012-09-04,31236.559,31342.0
2012-09-05,31277.096,31345.0
2012-09-06,31292.541,31483.0
2012-09-07,31302.975,31983.0
2012-09-05,31416.164,31345.0
2012-09-06,31419.023,31483.0
2012-09-07,31464.752,31983.0
2012-09-10,31528.75,31926.0
2012-09-11,31536.797,31896.0
2012-09-06,31460.768,31483.0
2012-09-07,31477.383,31983.0
2012-09-10,31505.582,31926.0
2012-09-11,31545.787,31896.0
2012-09-12,31517.814,31890.0
2012-09-07,31592.633,31983.0
2012-09-10,31598.873,31926.0
2012-09-11,31663.533,31896.0
2012-09-12,31688.676,31890.0
2012-09-13,31716.068,32351.0
2012-09-10,31993.518,31926.0
2012-09-11,32080.61,31896.0
2012-09-12,32154.918,31890.0
2012-09-13,32242.25,32351.0
2012-09-14,32228.086,31903.0
2012-09-12,32073.398,31890.0
2012-09-13,32085.406,32351.0
2012-09-14,32067.82,31903.0
2012-09-17,32150.205,31843.0
2012-09-18,32126.107,31978.0
2012-09-13,32087.076,32351.0
2012-09-14,32026.07,31903.0
2012-09-17,32034.568,31843.0
2012-09-18,32051.844,31978.0
2012-09-19,31996.596,32048.0
2012-09-14,32382.832,31903.0
2012-09-17,32436.959,31843.0
2012-09-18,32520.078,31978.0
2012-09-19,32563.473,32048.0
2012-09-20,32553.111,31950.0
2012-09-17,31998.137,31843.0
2012-09-18,31991.904,31978.0
2012-09-19,31985.92,32048.0
2012-09-20,31977.25,31950.0
2012-09-21,31899.059,31584.0
2012-09-19,31987.656,32048.0
2012-09-20,31895.537,31950.0
2012-09-21,31808.26,31584.0
2012-09-24,31767.912,31473.0
2012-09-25,31733.176,31436.0
2012-09-20,32059.85,31950.0
2012-09-21,31961.13,31584.0
2012-09-24,31914.232,31473.0
2012-09-25,31915.611,31436.0
2012-09-26,31881.113,31348.0
2012-09-21,31957.291,31584.0
2012-09-24,31814.092,31473.0
2012-09-25,31830.781,31436.0
2012-09-26,31833.414,31348.0
2012-09-27,31810.926,31371.0
2012-09-24,31447.025,31473.0
2012-09-25,31418.559,31436.0
2012-09-26,31407.648,31348.0
2012-09-27,31408.973,31371.0
2012-09-28,31384.053,31244.0
2012-09-26,31457.406,31348.0
2012-09-27,31418.719,31371.0
2012-09-28,31398.898,31244.0
2012-10-01,31380.133,31050.0
2012-10-02,31369.812,31016.5
2012-09-27,31424.309,31371.0
2012-09-28,31380.418,31244.0
2012-10-01,31345.324,31050.0
2012-10-02,31335.76,31016.5
2012-10-03,31315.559,30983.0
2012-09-28,31444.066,31244.0
2012-10-01,31377.174,31050.0
2012-10-02,31366.582,31016.5
2012-10-03,31348.686,30983.0
2012-10-04,31342.28,30733.0
2012-10-01,31313.312,31050.0
2012-10-02,31303.639,31016.5
2012-10-03,31286.777,30983.0
2012-10-04,31276.355,30733.0
2012-10-05,31256.555,30751.0
2012-10-03,31075.916,30983.0
2012-10-04,31079.568,30733.0
2012-10-05,31086.965,30751.0
2012-10-08,31101.445,31185.0
2012-10-09,31102.902,31178.0
2012-10-04,31049.324,30733.0
2012-10-05,31052.475,30751.0
2012-10-08,31081.814,31185.0
2012-10-09,31087.21,31178.0
2012-10-10,31094.64,31305.0
2012-10-05,30857.016,30751.0
2012-10-08,30910.727,31185.0
2012-10-09,30927.984,31178.0
2012-10-10,30946.967,31305.0
2012-10-11,30952.816,31171.0
2012-10-08,30878.94,31185.0
2012-10-09,30899.48,31178.0
2012-10-10,30922.873,31305.0
2012-10-11,30931.168,31171.0
2012-10-12,30933.941,31128.0
2012-10-10,31164.746,31305.0
2012-10-11,31130.803,31171.0
2012-10-12,31119.84,31128.0
2012-10-15,31086.0,30828.0
2012-10-16,31075.037,30871.0
2012-10-11,31272.242,31171.0
2012-10-12,31237.559,31128.0
2012-10-15,31221.379,30828.0
2012-10-16,31213.69,30871.0
2012-10-17,31205.959,30975.0
2012-10-12,31243.28,31128.0
2012-10-15,31209.338,30828.0
2012-10-16,31205.488,30871.0
2012-10-17,31198.432,30975.0
2012-10-18,31182.416,31200.0
2012-10-15,31190.828,30828.0
2012-10-16,31191.139,30871.0
2012-10-17,31187.654,30975.0
2012-10-18,31173.904,31200.0
2012-10-19,31145.193,31073.0
2012-10-17,30947.195,30975.0
2012-10-18,30945.404,31200.0
2012-10-19,30940.357,31073.0
2012-10-22,30915.03,30876.0
2012-10-23,30895.82,30783.0
2012-10-18,31036.23,31200.0
2012-10-19,31015.273,31073.0
2012-10-22,30993.686,30876.0
2012-10-23,30975.12,30783.0
2012-10-24,30955.473,30647.0
2012-10-19,31129.402,31073.0
2012-10-22,31102.82,30876.0
2012-10-23,31089.932,30783.0
2012-10-24,31076.799,30647.0
2012-10-25,31069.727,30724.0
2012-10-22,31068.363,30876.0
2012-10-23,31060.541,30783.0
2012-10-24,31050.176,30647.0
2012-10-25,31041.824,30724.0
2012-10-26,31031.129,30814.0
2012-10-24,30830.283,30647.0
2012-10-25,30832.13,30724.0
2012-10-26,30833.893,30814.0
2012-10-29,30825.326,30859.0
2012-10-30,30820.625,30837.0
2012-10-25,30706.781,30724.0
2012-10-26,30710.861,30814.0
2012-10-29,30717.451,30859.0
2012-10-30,30717.523,30837.0
2012-10-31,30717.973,30856.0
2012-10-26,30750.303,30814.0
2012-10-29,30755.61,30859.0
2012-10-30,30756.8,30837.0
2012-10-31,30758.043,30856.0
2012-11-01,30757.375,30761.0
2012-10-29,30826.752,30859.0
2012-10-30,30827.428,30837.0
2012-10-31,30828.533,30856.0
2012-11-01,30828.117,30761.0
2012-11-02,30820.049,30207.0
2012-10-31,30921.807,30856.0
